id,prénom,nom,date de naissance,adresse IP
5714,Marius,Philippe,1994-06-06,54.209.159.204
5715,Ayden,Lacroix,1993-01-17,246.14.150.142
5716,Adèle,Bourgeois,1991-08-19,48.147.121.36
5717,Léon,Aubert,1992-01-16,72.23.27.226
5718,Romane,Rolland,2003-03-27,210.40.200.245
5719,Lou,Fabre,1993-12-31,49.82.159.200
5720,Margaux,Bertrand,1990-03-28,116.208.232.228
5721,Alba,Gaillard,2001-08-16,116.141.30.127
5722,Isaac,Noel,1992-01-22,252.25.185.107
5723,Alix,Moreau,2002-12-09,234.36.113.184
5724,Robin,Olivier,1995-11-23,39.14.38.152
5725,Léo,Dumas,1992-01-27,17.114.12.20
5726,Giulia,Richard,2001-05-06,161.192.70.248
5727,Louis,Faure,1998-08-21,255.1.150.39
5728,Emma,Philippe,1997-11-04,43.181.154.145
5729,Tiago,Simon,2004-05-19,228.247.152.219
5730,Imran,Renard,1996-01-05,187.2.138.173
5731,Zoé,Francois,2000-12-04,70.113.235.224
5732,Julia,Leclerc,1996-07-09,44.115.246.75
5733,Elena,Dufour,1995-05-03,217.207.105.252
5734,Mohamed,Mercier,1992-06-24,146.240.83.120
5735,Ayden,Caron,1996-08-10,242.36.85.238
5736,Giulia,Gauthier,1997-09-05,63.159.186.167
5737,Victoire,Mathieu,2002-01-01,3.17.186.63
5738,Juliette,Henry,1996-02-26,118.58.129.164
5739,Romane,Lacroix,2001-05-09,55.245.165.135
5740,Arthur,Bonnet,2003-06-10,210.30.248.104
5741,Inaya,Michel,1998-07-04,188.63.178.198
5742,Alba,Barbier,1992-05-19,94.44.239.76
5743,Gabriel,Chevalier,1997-08-22,208.62.80.240
5744,Louis,Blanc,2001-03-18,165.82.147.192
5745,Martin,Giraud,1999-02-23,97.233.64.91
5746,Robin,Garnier,1998-01-05,140.220.224.165
5747,Gabin,Lucas,1999-05-11,255.198.12.13
5748,Axel,Richard,1998-05-09,102.13.186.10
5749,Mya,Clement,2004-04-08,189.41.156.166
5750,Rayan,Bonnet,1994-09-24,36.224.36.8
5751,Elio,Marie,2002-05-29,245.131.0.222
5752,Lina,Renaud,1990-05-05,170.10.131.191
5753,Lucie,Leroy,1995-11-29,244.134.164.21
5754,Nino,Muller,1994-06-13,23.10.241.37
5755,Aaron,Rey,1996-11-20,238.109.116.109
5756,Mia,Leroux,1996-09-16,85.24.3.116
5757,Giulia,Martinez,1994-03-30,239.10.232.164
5758,Noé,Marie,2002-02-08,123.236.176.121
5759,Mia,Morin,1996-10-31,183.212.130.250
5760,Charlotte,Giraud,1999-10-17,200.62.221.190
5761,Tiago,Marie,1999-01-30,195.14.169.245
5762,Hugo,Olivier,1998-01-28,26.227.57.130
5763,Nour,Olivier,1994-04-29,70.138.245.134
5764,Anna,Leclercq,1990-05-13,100.122.223.59
5765,Louise,Schmitt,2002-02-12,28.117.51.110
5766,Julia,Moreau,1995-07-02,83.78.0.84
5767,Noah,Dumont,1995-02-22,170.195.168.138
5768,Inaya,Legrand,2003-09-24,76.21.192.232
5769,Raphaël,Morin,1991-03-20,113.92.168.206
5770,Lyana,Bonnet,2001-03-14,249.59.108.99
5771,Lina,Dufour,1996-07-11,214.199.208.238
5772,Lyam,Leroy,2001-03-25,0.250.137.63
5773,Léon,Lemoine,1993-10-24,221.38.72.145
5774,Maël,Schmitt,1996-10-03,241.220.105.102
5775,Enzo,Lefebvre,1994-08-21,255.67.200.17
5776,Liam,Girard,1995-08-21,106.112.252.215
5777,Noé,Legrand,2000-02-22,242.92.216.59
5778,Sofia,Noel,1992-10-23,2.184.171.3
5779,Julia,Bertrand,2004-11-15,106.219.117.196
5780,Victoria,Gautier,1995-02-04,89.224.9.144
5781,Sofia,Roy,2001-10-31,41.176.168.67
5782,Gaspard,Fontaine,2003-08-02,247.7.95.75
5783,Timéo,Richard,1999-01-16,104.166.66.168
5784,Valentin,Benoit,2002-12-20,175.123.25.85
5785,Lyam,Andre,1993-10-26,100.236.236.15
5786,Ethan,Leclercq,2000-02-26,27.239.140.253
5787,Isaac,Lambert,1993-06-10,220.69.77.66
5788,Milo,Lacroix,1995-03-29,232.152.159.18
5789,Mia,Nicolas,1994-08-14,94.207.45.110
5790,Hugo,Rolland,1995-05-17,44.159.229.200
5791,Louise,Francois,2003-03-15,183.83.181.69
5792,Iris,Payet,1991-06-27,217.8.248.53
5793,Noé,Dumas,2000-11-07,198.16.163.175
5794,Inès,Boyer,2000-05-11,26.120.215.197
5795,Olivia,Muller,1997-05-05,193.219.250.71
5796,Alix,Guillaume,2004-11-23,10.169.149.152
5797,Valentin,Faure,1991-07-02,172.187.196.50
5798,Eden,Bonnet,1997-12-30,159.44.55.61
5799,Chloé,Robert,2004-03-23,247.171.65.169
5800,Amir,Picard,1994-06-22,111.215.29.149
5801,Alba,Boyer,1995-07-14,49.78.239.57
5802,Lyana,Roy,1991-03-17,67.110.37.225
5803,Charlie,Arnaud,2003-08-18,101.201.39.17
5804,Lyana,Caron,1990-11-18,116.110.213.57
5805,Jeanne,Perrin,1995-11-08,248.84.183.88
5806,Luna,Nicolas,2003-04-04,208.198.42.93
5807,Alma,Arnaud,1994-09-18,120.138.130.2
5808,Charlotte,Andre,1995-06-02,241.211.220.231
5809,Martin,Brunet,1998-11-27,118.241.70.202
5810,Louis,Lucas,1991-06-05,107.11.69.121
5811,Romane,Leclerc,2001-04-04,204.92.163.147
5812,Lucie,Martin,1998-12-12,152.173.254.138
5813,Jade,Chevalier,2003-07-31,64.58.126.224
5814,Gaspard,Rey,2002-05-06,226.6.168.98
5815,Amir,Martin,2002-06-19,8.160.32.249
5816,Louise,Gaillard,1998-01-06,146.240.185.130
5817,Mia,Fournier,1998-10-15,210.4.216.36
5818,Ibrahim,Lucas,2003-06-24,72.249.198.16
5819,Marceau,Dumas,2002-02-05,89.9.93.128
5820,Augustin,Riviere,1998-11-19,40.137.128.239
5821,Léa,Pierre,1992-12-05,40.214.65.29
5822,Nino,Dupont,1997-02-02,153.78.115.98
5823,Léon,Blanc,2002-05-06,213.151.56.133
5824,Ibrahim,Lemaire,2003-11-29,233.123.116.63
5825,Mya,Richard,1993-11-09,242.138.103.166
5826,Lucas,Roussel,2002-09-04,134.246.138.122
5827,Arthur,Caron,1998-02-28,108.41.241.139
5828,Martin,Lefebvre,2000-02-07,76.205.14.230
5829,Ayden,Mathieu,1996-02-20,194.241.124.98
5830,Gabriel,Joly,1994-04-21,108.105.240.112
5831,Anna,Lemaire,1998-04-19,169.188.177.99
5832,Agathe,Legrand,1999-06-30,106.141.130.245
5833,Olivia,Richard,2003-07-12,51.157.3.243
5834,Adèle,Colin,1991-06-19,19.162.255.57
5835,Théo,Richard,2000-10-04,218.129.113.48
5836,Gabin,Olivier,1992-12-01,12.102.69.57
5837,Martin,Lambert,1998-12-23,192.157.95.5
5838,Robin,Legrand,1995-04-07,129.1.114.231
5839,Gabriel,Francois,1998-08-29,7.194.89.74
5840,Nino,Lecomte,1992-04-27,122.34.148.131
5841,Liam,Picard,2001-02-11,5.219.146.235
5842,Agathe,Barbier,2000-12-04,126.221.243.53
5843,Robin,Fabre,2001-07-07,158.88.102.28
5844,Romane,Leclercq,1994-07-22,167.130.49.137
5845,Mia,Simon,2004-09-26,136.216.26.198
5846,Chloé,Henry,1995-08-05,232.156.16.194
5847,Elio,Bertrand,1996-02-12,185.96.71.69
5848,Noé,Fournier,1999-07-22,5.127.156.129
5849,Juliette,Masson,2004-06-12,135.227.204.123
5850,Louise,Bourgeois,1991-07-19,226.99.160.3
5851,Elio,Bertrand,2004-11-19,97.31.97.240
5852,Luna,Vidal,1999-10-24,127.105.49.191
5853,Marceau,Dubois,1998-07-24,104.180.31.20
5854,Alma,Fournier,2000-07-14,151.124.104.181
5855,Jeanne,Laurent,1997-01-24,55.237.250.121
5856,Adam,Rolland,1998-12-13,61.93.109.141
5857,Sacha,Gautier,1990-11-15,8.208.222.87
5858,Ambre,Roger,1990-02-15,85.31.49.63
5859,Charlie,Petit,1997-06-02,74.127.212.14
5860,Lyana,Marie,2000-10-02,209.1.47.231
5861,Nino,Perrin,2003-11-09,105.150.198.161
5862,Victor,Leclerc,2002-10-16,112.105.42.156
5863,Lucas,Vincent,1999-01-28,1.235.92.87
5864,Gaspard,Chevalier,1990-12-24,8.5.165.77
5865,Léonie,David,1995-03-25,85.191.124.98
5866,Ava,Roche,1999-04-27,62.91.98.183
5867,Enzo,Moreau,1990-09-16,159.25.210.228
5868,Mathis,Brunet,2004-09-14,55.118.154.23
5869,Eliott,Lefevre,1999-06-05,233.99.130.38
5870,Léa,Noel,1991-04-17,240.237.198.29
5871,Aaron,Boyer,1996-06-29,230.91.45.1
5872,Victoire,Martinez,2002-03-27,154.38.149.234
5873,Gabriel,Colin,1994-06-17,53.140.193.148
5874,Aaron,Guerin,1992-07-02,18.203.234.167
5875,Eliott,Bertrand,2004-10-30,208.131.207.251
5876,Noah,Petit,1992-06-07,220.10.233.121
5877,Théo,Mathieu,1995-07-25,19.130.97.212
5878,Charlotte,Renaud,2003-10-24,160.127.5.223
5879,Noé,Marchand,2002-03-24,143.136.150.210
5880,Hugo,Fontaine,1991-03-14,99.159.237.153
5881,Léonie,Fontaine,1995-07-22,246.107.17.161
5882,Mila,Gerard,2001-08-01,153.191.59.123
5883,Léna,Bertrand,1999-01-02,32.23.242.142
5884,Alice,Francois,2004-06-28,132.15.39.215
5885,Martin,Rey,1996-09-12,75.219.227.26
5886,Isaac,Giraud,2004-08-22,79.142.72.74
5887,Eden,Leclercq,1995-07-05,144.87.100.139
5888,Nina,Bertrand,2001-10-03,123.128.156.110
5889,Giulia,Aubert,1999-10-15,232.155.155.29
5890,Milo,Roche,1995-05-25,7.156.216.165
5891,Alice,Gerard,1999-07-28,214.222.100.124
5892,Romane,Gautier,1995-05-06,79.22.246.204
5893,Lya,Benoit,2004-10-12,229.253.202.105
5894,Eva,Brunet,2002-07-19,34.146.42.68
5895,Léon,Moreau,2003-04-30,173.62.43.160
5896,Aaron,Meyer,1997-08-03,131.138.225.60
5897,Alix,Dufour,2001-04-16,208.48.89.36
5898,Maël,Dupont,1998-06-03,237.63.247.176
5899,Raphaël,Lemaire,1999-10-10,61.32.124.213
5900,Mathis,Bertrand,1992-01-17,45.183.205.6
5901,Raphaël,Rolland,1990-11-07,175.115.172.44
5902,Tiago,Richard,1997-02-03,140.123.195.154
5903,Tiago,Girard,1990-07-01,70.146.205.61
5904,Raphaël,Chevalier,2001-04-09,122.57.121.76
5905,Lya,Legrand,1990-01-26,208.168.156.197
5906,Adam,Arnaud,1999-04-23,37.242.216.69
5907,Robin,Martinez,1996-05-30,65.108.73.41
5908,Nina,Brun,1998-03-22,88.125.48.1
5909,Romy,Roux,2004-11-13,159.233.71.91
5910,Jade,Fournier,1993-05-21,10.200.97.123
5911,Romane,Leclercq,1999-03-14,239.82.162.46
5912,Agathe,Dumont,2003-09-16,64.35.62.147
5913,Zoé,Mathieu,1992-04-21,56.132.243.1
5914,Gabin,Marie,1990-11-17,129.80.250.31
5915,Lola,Francois,1990-06-04,129.85.81.144
5916,Jules,Mathieu,1994-09-07,179.233.67.44
5917,Aaron,Morin,1990-07-24,209.190.56.151
5918,Maël,Robert,1995-04-24,177.230.152.71
5919,Charlie,Gerard,2003-09-02,214.243.129.103
5920,Romane,Robert,1992-02-12,232.205.22.221
5921,Naël,Giraud,2001-03-21,41.226.206.63
5922,Eden,Gerard,2004-12-11,239.191.242.244
5923,Lina,Lemaire,2000-01-12,119.155.233.109
5924,Lucas,Lemaire,1999-10-08,206.239.75.37
5925,Martin,Denis,2001-09-20,64.173.112.245
5926,Hugo,Mercier,1992-11-09,53.147.201.55
5927,Marius,Henry,2001-01-09,4.244.65.13
5928,Ayden,Lefevre,2003-10-04,238.53.52.68
5929,Raphaël,Morin,1996-07-16,180.86.167.6
5930,Tom,Aubert,1996-12-07,204.235.135.150
5931,Luna,Olivier,1990-07-01,223.167.152.234
5932,Gabin,Michel,2003-09-11,109.228.50.179
5933,Jeanne,Giraud,2000-12-03,148.150.135.252
5934,Mia,Fournier,1999-12-27,240.217.36.162
5935,Axel,Boyer,1990-06-22,168.237.73.72
5936,Valentin,Bernard,2003-04-08,229.60.142.136
5937,Juliette,Lambert,2000-02-17,74.147.8.189
5938,Eden,Mercier,1999-03-29,241.243.0.58
5939,Axel,Lucas,1990-02-09,216.202.219.42
5940,Enzo,Olivier,1998-01-14,213.59.187.88
5941,Augustin,Blanchard,1993-08-06,111.97.100.245
5942,Rayan,Renard,1998-05-31,251.239.228.93
5943,Nina,Lefebvre,2001-12-18,50.77.69.75
5944,Lucie,Bertrand,2003-04-17,131.35.74.115
5945,Jeanne,Noel,2001-06-19,176.239.97.239
5946,Iris,Colin,1996-01-05,136.223.8.206
5947,Mila,Riviere,2000-01-09,178.181.173.84
5948,Victoire,Girard,1995-02-09,0.89.72.78
5949,Maël,Gauthier,1991-02-13,163.123.42.157
5950,Mathis,Martinez,1990-04-23,202.104.93.104
5951,Luna,Lecomte,2003-04-06,84.244.145.28
5952,Inès,Francois,2003-08-14,9.234.242.251
5953,Victor,Lambert,2002-07-18,56.209.162.39
5954,Iris,Barbier,1994-02-11,122.12.155.120
5955,Lyana,Fournier,1991-08-17,166.76.65.171
5956,Marius,Meunier,1998-09-13,112.203.63.45
5957,Alba,Morin,1994-11-04,73.208.44.2
5958,Lucie,Blanchard,1991-05-28,136.42.96.159
5959,Lou,Blanc,2003-11-18,162.120.157.211
5960,Inaya,Mathieu,1991-02-02,145.201.154.74
5961,Inès,Dupont,2004-10-03,12.9.60.89
5962,Iris,Rolland,1990-08-21,222.60.94.191
5963,Luna,Roussel,2003-12-24,33.116.41.180
5964,Mia,Clement,1998-12-22,32.55.163.207
5965,Emma,Brunet,1992-04-13,186.99.136.255
5966,Paul,Gerard,2002-04-09,128.219.127.46
5967,Ambre,Rolland,1999-05-07,202.98.169.81
5968,Inès,Lefebvre,1996-06-15,128.193.236.130
5969,Eden,Pierre,2002-10-09,210.66.166.102
5970,Nina,Giraud,1999-06-25,179.91.1.214
5971,Nina,Philippe,1991-08-15,105.47.22.159
5972,Imran,Thomas,1999-01-03,90.252.96.166
5973,Jade,Lacroix,1996-08-06,34.61.207.76
5974,Léna,Marchand,2002-01-07,116.70.124.126
5975,Ibrahim,Gautier,1991-03-27,209.5.209.222
5976,Mila,Leclercq,1998-02-15,157.99.132.69
5977,Alix,Vidal,1999-11-17,1.89.19.173
5978,Gaspard,Petit,2002-06-29,218.139.216.4
5979,Mya,Marie,2001-02-07,209.29.109.102
5980,Margaux,Martinez,1995-04-29,188.29.192.103
5981,Adèle,Dumont,1996-12-31,215.178.176.90
5982,Lyana,Durand,1995-03-21,226.15.35.76
5983,Alba,Philippe,2003-08-13,71.5.155.138
5984,Chloé,Mathieu,2003-06-25,249.83.149.153
5985,Léo,Martinez,1998-12-13,87.170.213.118
5986,Jade,Robert,1992-01-20,8.147.181.122
5987,Lyana,Roche,1999-06-16,233.168.110.186
5988,Robin,Lefevre,1991-12-18,24.144.213.140
5989,Maël,Gaillard,1995-10-01,197.174.113.87
5990,Sacha,Philippe,1998-08-09,51.141.58.110
5991,Victoire,Roussel,2004-06-13,152.166.108.219
5992,Nathan,Picard,2002-09-24,76.243.208.89
5993,Paul,Roger,1994-11-16,251.61.22.254
5994,Luna,Michel,2000-03-21,236.142.76.130
5995,Ava,Leroy,1994-03-12,244.1.191.19
5996,Enzo,Lefebvre,1993-05-24,176.149.135.231
5997,Victoire,Roche,1995-07-10,27.96.82.122
5998,Mya,Riviere,1997-08-13,1.250.122.69
5999,Elio,Leclerc,2004-07-02,86.143.5.30
6000,Lyana,Marie,1999-01-03,229.132.215.248
6001,Isaac,Rolland,2003-09-24,104.107.75.26
6002,Mya,Michel,2002-03-29,143.195.18.63
6003,Alma,Roux,2003-05-08,41.73.112.163
6004,Giulia,Lucas,2003-12-22,250.249.170.246
6005,Romy,Riviere,2003-12-09,252.175.224.68
6006,Chloé,Payet,2000-01-14,223.136.129.75
6007,Victoire,Gautier,1996-05-27,152.146.93.167
6008,Mia,Dumont,1994-04-16,186.24.17.230
6009,Ambre,Muller,1997-03-01,31.95.26.75
6010,Malo,Gautier,1998-08-12,53.4.177.214
6011,Lyana,Benoit,1991-02-13,222.13.78.183
6012,Eliott,Bourgeois,1998-07-18,49.224.249.170
6013,Nino,Leclercq,2003-09-12,127.128.12.112
6014,Margaux,Pierre,1992-01-14,103.195.227.68
6015,Tiago,Gautier,1996-05-13,1.194.189.95
6016,Marceau,Simon,1998-03-23,95.91.25.82
6017,Lola,Gaillard,1999-08-12,88.92.238.96
6018,Charlotte,Benoit,1992-06-29,119.46.87.144
6019,Robin,Blanchard,1990-03-18,136.191.117.208
6020,Alba,Richard,1995-07-24,142.53.172.235
6021,Victoria,Benoit,2004-01-02,204.84.243.94
6022,Nathan,Olivier,2001-10-15,228.168.73.206
6023,Liam,Dumas,2004-12-04,79.165.95.204
6024,Agathe,Fabre,2002-10-03,67.182.166.11
6025,Rose,Marchand,2000-01-01,59.220.228.37
6026,Léo,Aubert,2001-03-29,236.53.186.63
6027,Alix,Roux,1999-03-02,216.219.254.6
6028,Mia,Leroux,2000-05-12,159.254.23.251
6029,Gabin,Vidal,1990-03-22,88.164.25.224
6030,Lyam,Bourgeois,1990-11-17,141.194.165.130
6031,Adam,Richard,1998-11-17,227.54.19.73
6032,Marius,Leroux,1993-02-19,196.159.0.17
6033,Enzo,Lemaire,1999-04-23,91.180.113.16
6034,Léon,Clement,1994-12-18,203.112.194.106
6035,Enzo,Marchand,1993-06-21,177.180.117.228
6036,Léo,Mercier,1999-09-19,179.100.193.224
6037,Nour,Marie,1999-04-10,123.163.76.99
6038,Hugo,Legrand,1996-06-20,22.163.81.58
6039,Eden,Roussel,2000-06-07,170.223.127.175
6040,Mya,Fabre,2002-10-23,45.48.178.147
6041,Eva,Guillaume,2001-09-21,90.151.186.39
6042,Noah,Caron,1998-08-23,239.87.142.82
6043,Alma,Duval,2001-11-17,217.34.185.170
6044,Eliott,David,1999-10-19,67.204.173.131
6045,Robin,Morel,2002-10-07,238.5.246.201
6046,Léo,Lefevre,1997-08-27,167.158.102.243
6047,Nour,Thomas,1993-05-30,205.237.100.202
6048,Eliott,Lecomte,2002-01-07,200.111.156.143
6049,Nino,Garnier,1998-04-17,82.240.187.9
6050,Charlie,Guerin,1991-05-15,192.95.80.214
6051,Rose,Guerin,1990-02-14,76.0.158.188
6052,Maël,Olivier,2001-10-31,189.18.169.144
6053,Noé,Martin,1995-01-03,204.43.75.35
6054,Eden,Boyer,1996-11-14,195.217.31.60
6055,Alma,Renaud,2000-05-10,198.103.92.175
6056,Sacha,Durand,1999-01-02,247.211.114.88
6057,Eliott,Masson,2002-04-03,43.195.184.206
6058,Noé,Leroux,1991-07-04,212.149.78.24
6059,Marceau,Garcia,1998-11-28,108.167.136.92
6060,Jules,Lemoine,1997-03-27,248.133.104.138
6061,Ethan,Lambert,1996-05-30,196.54.118.120
6062,Mathis,Guerin,2003-09-06,216.120.98.14
6063,Tiago,Robert,1991-06-09,102.166.128.79
6064,Louna,Roy,1991-01-22,68.50.2.242
6065,Nina,Simon,1999-03-09,83.63.128.242
6066,Léonie,Michel,2002-03-28,134.40.21.157
6067,Noé,Masson,1998-09-26,48.245.206.110
6068,Valentin,Olivier,2001-02-21,145.129.84.61
6069,Louna,David,2003-07-13,217.128.46.190
6070,Victoire,Marchand,1999-06-09,174.199.137.230
6071,Victor,Laurent,1994-07-03,13.41.224.167
6072,Rayan,Moreau,1996-07-02,77.171.82.85
6073,Nathan,Marchand,2000-07-08,21.44.10.133
6074,Timéo,Barbier,2000-11-01,212.135.110.210
6075,Eden,Gaillard,1999-12-07,72.98.32.20
6076,Louna,Andre,2002-12-26,150.68.43.231
6077,Adam,Perrin,2000-12-04,101.50.109.130
6078,Alix,Robin,1999-09-27,243.146.203.28
6079,Rayan,Philippe,2004-10-28,92.223.139.211
6080,Ambre,Garnier,2000-10-26,0.171.153.142
6081,Agathe,Girard,1994-06-14,236.4.196.1
6082,Arthur,Roy,1997-01-05,171.120.152.102
6083,Nour,Guillaume,1990-07-26,43.244.114.202
6084,Mohamed,Lambert,1990-06-05,49.33.215.25
6085,Noah,Thomas,2004-06-04,65.249.254.18
6086,Léonie,Guerin,1998-08-31,22.152.185.73
6087,Nour,Meunier,1992-02-27,59.106.241.199
6088,Imran,Bonnet,1991-10-22,204.221.169.254
6089,Lina,Masson,1999-06-20,118.224.228.181
6090,Mila,David,1992-05-21,187.168.187.100
6091,Nina,Morin,1998-08-23,93.210.180.240
6092,Lola,Mercier,1991-07-14,59.139.212.77
6093,Luna,Picard,1997-10-21,15.129.142.175
6094,Nino,Roy,2001-01-17,163.204.241.213
6095,Lou,Andre,1994-07-26,198.6.71.110
6096,Théo,Lucas,1999-03-27,170.34.11.1
6097,Adam,Garnier,2004-06-30,177.42.177.3
6098,Romy,Girard,1993-12-24,178.32.130.106
6099,Mohamed,Guillaume,1997-04-20,183.211.99.204
6100,Martin,Lefevre,2003-04-16,114.23.149.198
6101,Sacha,Andre,1998-10-24,100.36.77.145
6102,Adèle,Thomas,2002-12-23,86.251.84.9
6103,Marius,Moreau,1990-09-17,71.44.74.50
6104,Paul,Fournier,2003-12-24,134.66.183.222
6105,Nour,Marchand,1990-06-12,159.45.66.195
6106,Léo,Guerin,2003-11-07,182.63.229.196
6107,Rayan,Roux,1992-08-26,49.233.101.114
6108,Lola,Martinez,1996-09-26,110.47.101.130
6109,Gabin,Muller,2002-06-06,137.234.55.22
6110,Valentin,Dumont,1995-09-05,137.221.59.202
6111,Gaspard,Noel,2000-08-18,76.7.32.78
6112,Eva,Roger,1994-12-08,35.11.104.9
6113,Naël,Martinez,1998-05-04,129.193.156.44
6114,Léa,Gautier,1998-06-06,32.27.132.45
6115,Sofia,Picard,2004-08-19,140.226.60.44
6116,Sacha,Schmitt,1996-06-21,126.108.245.47
6117,Lyam,Clement,2004-05-10,253.108.98.109
6118,Léo,Bertrand,1996-01-10,168.1.103.66
6119,Ethan,Robin,1998-03-10,116.116.246.215
6120,Louna,Rolland,1997-03-06,192.44.131.80
6121,Louis,Dubois,1997-02-18,114.245.69.253
6122,Margaux,Roux,1999-10-11,102.233.64.204
6123,Arthur,Guillaume,1995-09-11,192.193.7.136
6124,Nina,Roussel,2002-12-05,129.176.48.210
6125,Agathe,Leclercq,1990-12-24,187.150.0.78
6126,Nour,Denis,1992-05-05,179.234.31.248
6127,Mila,Renaud,1997-02-17,31.237.196.210
6128,Mathis,Clement,1993-07-27,30.159.8.18
6129,Gabriel,Philippe,2003-10-17,27.87.28.62
6130,Léon,Muller,2003-02-11,159.251.240.136
6131,Malo,Francois,1999-06-30,31.210.135.221
6132,Milo,Caron,1999-01-28,150.172.98.172
6133,Eva,Simon,1999-10-04,237.46.104.254
6134,Tom,Vincent,1990-09-27,86.49.111.82
6135,Lucas,Lefebvre,2000-10-03,46.226.105.166
6136,Adam,Vincent,1997-01-16,118.85.193.253
6137,Axel,Roussel,1997-10-16,6.54.30.218
6138,Tom,Richard,1999-12-08,49.150.252.204
6139,Victor,Roche,1999-11-07,39.191.246.245
6140,Giulia,Renard,2002-08-18,216.180.240.126
6141,Alba,Bernard,1997-07-01,131.152.228.239
6142,Adam,Marchand,1997-08-03,139.232.5.197
6143,Eva,Francois,1992-10-01,11.212.182.160
6144,Louna,Martinez,1997-06-04,100.205.225.209
6145,Adèle,Fontaine,2000-04-03,40.103.18.35
6146,Luna,Guerin,1997-02-03,189.231.195.145
6147,Victoire,Arnaud,2002-01-08,153.222.54.41
6148,Victor,Durand,1998-02-28,50.2.51.64
6149,Giulia,Benoit,1996-10-13,146.108.116.225
6150,Léna,Arnaud,1996-05-07,219.233.95.5
6151,Nathan,Robert,2000-01-23,9.202.160.192
6152,Mia,Giraud,1993-09-06,93.57.53.195
6153,Inès,Muller,2002-09-20,36.111.2.111
6154,Alix,Meunier,1993-09-01,50.213.233.24
6155,Romy,Gerard,1993-10-06,121.250.100.66
6156,Malo,Lambert,1993-03-14,233.92.179.151
6157,Léna,Lemoine,1997-06-21,226.173.123.16
6158,Adèle,Leclerc,1993-07-27,2.169.243.165
6159,Ambre,Leclerc,1994-09-28,179.140.235.111
6160,Théo,Robin,2004-04-07,157.181.224.161
6161,Jeanne,Lambert,2001-01-22,26.105.239.206
6162,Alice,Lefebvre,2000-01-26,245.32.227.2
6163,Léna,Riviere,1997-09-04,8.110.104.39
6164,Ethan,Meunier,1990-04-04,88.188.110.117
6165,Nina,Rey,1997-10-29,69.119.220.142
6166,Lola,Roger,1990-08-01,214.155.6.216
6167,Victoire,Moreau,1999-05-28,45.2.226.121
6168,Isaac,Lemaire,1990-10-30,92.21.41.214
6169,Mathis,Pierre,1993-04-03,168.98.160.180
6170,Léon,Leroux,2002-02-18,82.220.38.80
6171,Paul,Marie,2004-08-30,236.237.108.117
6172,Romy,Leroy,1998-07-28,231.201.237.37
6173,Iris,Brunet,1994-09-04,130.130.73.5
6174,Olivia,Joly,2001-09-29,177.38.215.174
6175,Gabin,Blanchard,1994-12-08,157.21.156.36
6176,Alma,Roy,1999-04-27,190.173.151.230
6177,Mohamed,Robert,1998-02-26,13.219.153.243
6178,Isaac,Blanc,1991-01-29,174.81.86.36
6179,Luna,Leclercq,2003-03-10,84.223.174.201
6180,Giulia,Lucas,1994-08-12,164.203.59.34
6181,Sofia,Dufour,2001-10-25,219.19.32.39
6182,Luna,Marie,1994-09-24,113.203.210.33
6183,Aaron,Fontaine,1999-01-27,157.206.128.9
6184,Adèle,Rey,1998-07-18,5.194.49.130
6185,Adam,Chevalier,1995-06-01,17.51.5.65
6186,Adèle,Gerard,1993-01-10,93.105.61.145
6187,Agathe,David,1990-08-05,168.141.161.1
6188,Mya,Lucas,1998-01-15,68.137.158.24
6189,Emma,Lacroix,2000-08-03,239.27.206.243
6190,Julia,Lucas,1995-11-28,160.119.213.123
6191,Axel,Lemoine,1995-05-22,14.178.146.82
6192,Noé,Marchand,2002-06-15,208.164.7.66
6193,Agathe,Gaillard,1993-09-25,150.244.29.189
6194,Alix,Faure,2003-05-04,197.139.30.117
6195,Léonie,Andre,2000-10-26,238.234.96.10
6196,Lya,Moreau,2001-07-14,237.168.64.85
6197,Théo,Renaud,1998-06-06,88.148.26.60
6198,Robin,Aubert,1992-03-11,116.6.62.139
6199,Elio,Dufour,1990-10-18,48.64.162.90
6200,Noé,Bernard,2004-11-27,56.4.22.219
6201,Lou,Guerin,1996-03-12,36.38.180.239
6202,Ethan,Dupont,1999-08-18,76.127.161.71
6203,Charlotte,Marchand,1999-02-08,61.66.21.52
6204,Gaspard,Dubois,2003-06-29,115.9.129.106
6205,Gabin,Lambert,1994-10-19,151.50.162.56
6206,Sofia,Boyer,2002-07-31,127.250.72.25
6207,Imran,Dupont,1999-02-23,240.147.223.71
6208,Charlotte,Guillaume,1994-06-21,18.34.183.87
6209,Théo,Clement,1996-01-13,110.223.254.179
6210,Augustin,Leclercq,2003-06-01,211.227.128.188
6211,Marceau,Caron,1991-04-22,87.23.121.230
6212,Elio,Lucas,2002-03-13,156.95.183.179
6213,Giulia,Henry,1990-10-03,184.153.21.124
6214,Juliette,Gauthier,1994-05-12,191.1.148.116
6215,Sofia,Bourgeois,1999-02-17,134.2.225.153
6216,Victor,Roche,1998-09-22,224.55.243.241
6217,Raphaël,Chevalier,1996-10-11,88.188.243.44
6218,Léo,Colin,1990-05-01,226.34.55.237
6219,Romane,Lucas,1999-12-28,112.142.104.252
6220,Louise,Noel,1998-12-25,137.93.177.214
6221,Mila,Masson,1999-01-13,185.230.59.8
6222,Louis,Marie,2004-10-05,177.149.1.158
